Ahal_ID	PSnum	PSname	PScontinuity
g05855	17	Brassicales	1
g05856	2	Eukaryota	1
g05857	6	Embryophyta	1
g05858	6	Embryophyta	0.833333333333333
g05859	18	Brassicaceae	1
g05860	17	Brassicales	1
g05861	9	Spermatophyta	1
g05862	6	Embryophyta	1
g05863	20	Arabidopsis	1
g05864	11	Mesangiospermae	0.857142857142857
g05865	2	Eukaryota	1
g05866	18	Brassicaceae	1
g05867	2	Eukaryota	1
g05868	8	Euphyllophyta	1
g05869	17	Brassicales	1
g05870	11	Mesangiospermae	1
g05871	5	Streptophytina	0.923076923076923
g05872	10	Magnoliopsida	1
g05873	18	Brassicaceae	1
g05874	18	Brassicaceae	1
g05875	2	Eukaryota	1
g05876	6	Embryophyta	0.75
g05877	11	Mesangiospermae	1
g05878	11	Mesangiospermae	1
g05879	17	Brassicales	1
g05880	10	Magnoliopsida	0.625
g05881	9	Spermatophyta	1
g05882	10	Magnoliopsida	0.875
g05883	6	Embryophyta	0.916666666666667
g05884	3	Viridiplantae	0.928571428571429
g05885	15	rosids	1
g05886	1	cellular organisms	1
g05887	2	Eukaryota	1
g05888	15	rosids	1
g05889	17	Brassicales	1
g05890	22	Arabidopsis halleri subsp. gemmifera	1
g05891	9	Spermatophyta	1
g05892	10	Magnoliopsida	0.875
g05893	6	Embryophyta	1
g05894	17	Brassicales	1
g05895	10	Magnoliopsida	1
g05896	9	Spermatophyta	1
g05897	7	Tracheophyta	0.909090909090909
g05898	5	Streptophytina	1
g05899	5	Streptophytina	1
g05901	18	Brassicaceae	1
g05903	18	Brassicaceae	1
g05905	18	Brassicaceae	1
g05906	11	Mesangiospermae	1
g05907	6	Embryophyta	1
g05908	3	Viridiplantae	1
g05909	22	Arabidopsis halleri subsp. gemmifera	1
g05910	18	Brassicaceae	1
g05911	20	Arabidopsis	1
g05912	18	Brassicaceae	1
g05913	18	Brassicaceae	1
g05914	15	rosids	1
g05915	2	Eukaryota	1
g05916	11	Mesangiospermae	1
g05917	2	Eukaryota	1
g05918	9	Spermatophyta	1
g05919	3	Viridiplantae	0.928571428571429
g05920	6	Embryophyta	0.833333333333333
g05921	6	Embryophyta	0.833333333333333
g05922	3	Viridiplantae	1
g05923	8	Euphyllophyta	1
g05925	3	Viridiplantae	1
g05928	17	Brassicales	1
g05929	22	Arabidopsis halleri subsp. gemmifera	1
g05930	9	Spermatophyta	0.555555555555556
g05931	2	Eukaryota	1
g05932	18	Brassicaceae	1
g05933	15	rosids	1
g05934	15	rosids	1
g05935	18	Brassicaceae	1
g05936	6	Embryophyta	0.916666666666667
g05937	20	Arabidopsis	1
g05938	10	Magnoliopsida	1
g05940	10	Magnoliopsida	1
g05941	18	Brassicaceae	1
g05943	18	Brassicaceae	1
g05944	18	Brassicaceae	1
g05945	15	rosids	0.8
g05946	7	Tracheophyta	1
g05947	6	Embryophyta	1
g05948	6	Embryophyta	1
g05949	2	Eukaryota	1
g05950	7	Tracheophyta	0.909090909090909
g05951	18	Brassicaceae	0.666666666666667
g05952	2	Eukaryota	1
g05953	9	Spermatophyta	0.888888888888889
g05954	15	rosids	0.8
g05955	6	Embryophyta	1
g05956	20	Arabidopsis	1
g05957	6	Embryophyta	1
g05958	18	Brassicaceae	1
g05959	9	Spermatophyta	1
g05960	5	Streptophytina	0.846153846153846
g05961	6	Embryophyta	0.916666666666667
g05962	9	Spermatophyta	1
g05963	20	Arabidopsis	1
g05964	18	Brassicaceae	1
g05965	17	Brassicales	1
g05966	18	Brassicaceae	1
g05967	18	Brassicaceae	1
g05968	10	Magnoliopsida	1
g05969	9	Spermatophyta	0.888888888888889
g05970	20	Arabidopsis	1
g05971	20	Arabidopsis	1
g05972	6	Embryophyta	1
g05973	18	Brassicaceae	1
g05974	10	Magnoliopsida	0.75
g05975	10	Magnoliopsida	0.875
g05978	20	Arabidopsis	1
g05979	18	Brassicaceae	1
g05982	17	Brassicales	1
g05983	9	Spermatophyta	1
g05984	9	Spermatophyta	1
g05985	8	Euphyllophyta	0.9
g05986	6	Embryophyta	0.833333333333333
g05987	20	Arabidopsis	1
g05990	3	Viridiplantae	1
g05991	22	Arabidopsis halleri subsp. gemmifera	1
g05992	18	Brassicaceae	1
g05993	6	Embryophyta	0.833333333333333
g05994	15	rosids	1
g05995	15	rosids	1
g05996	15	rosids	1
g05997	22	Arabidopsis halleri subsp. gemmifera	1
g05998	17	Brassicales	1
g05999	22	Arabidopsis halleri subsp. gemmifera	1
g06001	6	Embryophyta	1
g06002	6	Embryophyta	1
g06003	11	Mesangiospermae	0.857142857142857
g06006	6	Embryophyta	1
g06007	20	Arabidopsis	1
g06008	6	Embryophyta	0.916666666666667
g06009	6	Embryophyta	1
g06010	10	Magnoliopsida	1
g06015	18	Brassicaceae	1
g06016	5	Streptophytina	1
g06017	6	Embryophyta	0.916666666666667
g06018	5	Streptophytina	1
g06019	7	Tracheophyta	0.818181818181818
g06020	9	Spermatophyta	1
g06021	17	Brassicales	1
g06022	15	rosids	0.4
g06023	3	Viridiplantae	1
g06024	6	Embryophyta	0.916666666666667
g06025	9	Spermatophyta	1
g06026	11	Mesangiospermae	0.857142857142857
g06027	3	Viridiplantae	1
g06028	3	Viridiplantae	0.928571428571429
g06029	6	Embryophyta	1
g06030	8	Euphyllophyta	1
g06032	20	Arabidopsis	1
g06033	17	Brassicales	1
g06034	15	rosids	1
g06035	10	Magnoliopsida	0.875
g06036	6	Embryophyta	0.833333333333333
g06037	11	Mesangiospermae	1
g06038	18	Brassicaceae	1
g06039	6	Embryophyta	0.916666666666667
g06044	1	cellular organisms	0.8125
g06045	15	rosids	0.6
g06046	9	Spermatophyta	1
g06047	15	rosids	1
g06048	3	Viridiplantae	0.785714285714286
g06049	3	Viridiplantae	0.928571428571429
g06050	18	Brassicaceae	1
g06051	7	Tracheophyta	0.909090909090909
g06052	11	Mesangiospermae	1
g06053	18	Brassicaceae	1
g06054	18	Brassicaceae	1
g06055	6	Embryophyta	1
g06056	10	Magnoliopsida	1
g06057	6	Embryophyta	1
g06059	18	Brassicaceae	1
g06060	3	Viridiplantae	1
g06062	10	Magnoliopsida	1
g06063	10	Magnoliopsida	1
g06065	6	Embryophyta	0.75
g06066	18	Brassicaceae	1
g06067	18	Brassicaceae	1
g06068	2	Eukaryota	0.933333333333333
g06069	2	Eukaryota	1
g06070	5	Streptophytina	0.923076923076923
g06071	2	Eukaryota	1
g06073	15	rosids	0.8
g06074	6	Embryophyta	0.833333333333333
g06075	17	Brassicales	1
g06076	1	cellular organisms	1
g06077	7	Tracheophyta	1
g06078	2	Eukaryota	1
g06079	2	Eukaryota	1
g06080	3	Viridiplantae	0.928571428571429
g06081	2	Eukaryota	0.866666666666667
g06082	6	Embryophyta	0.75
g06083	7	Tracheophyta	1
g06084	14	Pentapetalae	1
g06086	5	Streptophytina	1
g06087	18	Brassicaceae	1
g06088	9	Spermatophyta	1
g06089	1	cellular organisms	1
g06090	18	Brassicaceae	1
g06091	6	Embryophyta	1
g06092	9	Spermatophyta	1
g06093	2	Eukaryota	1
g06094	6	Embryophyta	0.75
g06099	3	Viridiplantae	0.857142857142857
g06100	5	Streptophytina	1
g06101	11	Mesangiospermae	1
g06102	9	Spermatophyta	1
g06103	5	Streptophytina	1
g06104	18	Brassicaceae	1
g06105	10	Magnoliopsida	1
g06106	2	Eukaryota	1
g06107	20	Arabidopsis	1
g06108	2	Eukaryota	1
g06109	10	Magnoliopsida	1
g06110	17	Brassicales	1
g06111	2	Eukaryota	1
g06112	10	Magnoliopsida	1
g06113	10	Magnoliopsida	0.875
g06115	18	Brassicaceae	1
g06116	9	Spermatophyta	1
g06117	18	Brassicaceae	1
g06118	6	Embryophyta	0.916666666666667
g06119	6	Embryophyta	0.833333333333333
g06122	7	Tracheophyta	0.909090909090909
g06123	10	Magnoliopsida	1
g06124	10	Magnoliopsida	1
g06125	10	Magnoliopsida	1
g06126	10	Magnoliopsida	0.875
g06127	18	Brassicaceae	1
g06128	17	Brassicales	1
g06129	6	Embryophyta	1
g06130	1	cellular organisms	0.875
g06131	3	Viridiplantae	0.928571428571429
g06132	3	Viridiplantae	0.857142857142857
g06134	3	Viridiplantae	0.928571428571429
g06135	11	Mesangiospermae	0.714285714285714
g06136	3	Viridiplantae	1
g06137	18	Brassicaceae	1
g06138	6	Embryophyta	1
g06139	5	Streptophytina	1
g06140	6	Embryophyta	1
g06141	6	Embryophyta	1
g06142	10	Magnoliopsida	1
g06143	10	Magnoliopsida	0.875
g06144	11	Mesangiospermae	1
g06145	3	Viridiplantae	1
g06146	11	Mesangiospermae	0.714285714285714
g06147	22	Arabidopsis halleri subsp. gemmifera	1
g06148	15	rosids	1
g06149	6	Embryophyta	1
g06150	6	Embryophyta	0.916666666666667
g06151	18	Brassicaceae	1
g06152	18	Brassicaceae	1
g06153	1	cellular organisms	1
g06154	20	Arabidopsis	1
g06155	17	Brassicales	1
g06156	17	Brassicales	1
g06157	3	Viridiplantae	0.928571428571429
g06158	6	Embryophyta	0.916666666666667
g06159	20	Arabidopsis	1
g06160	17	Brassicales	1
g06162	6	Embryophyta	0.916666666666667
g06163	2	Eukaryota	1
g06164	5	Streptophytina	0.846153846153846
g06165	20	Arabidopsis	1
g06167	22	Arabidopsis halleri subsp. gemmifera	1
g06168	20	Arabidopsis	1
g06169	6	Embryophyta	0.916666666666667
g06170	11	Mesangiospermae	0.857142857142857
g06171	9	Spermatophyta	1
g06172	3	Viridiplantae	0.857142857142857
g06173	18	Brassicaceae	1
g06174	18	Brassicaceae	1
g06175	6	Embryophyta	1
g06176	10	Magnoliopsida	1
g06177	9	Spermatophyta	1
g06178	17	Brassicales	1
g06179	17	Brassicales	1
g06180	9	Spermatophyta	0.666666666666667
g06181	1	cellular organisms	1
g06182	15	rosids	1
g06183	6	Embryophyta	1
g06184	5	Streptophytina	1
g06185	6	Embryophyta	0.916666666666667
g06186	22	Arabidopsis halleri subsp. gemmifera	1
g06190	6	Embryophyta	0.916666666666667
g06192	22	Arabidopsis halleri subsp. gemmifera	1
g06193	20	Arabidopsis	1
g06194	20	Arabidopsis	1
g06195	7	Tracheophyta	0.818181818181818
g06196	5	Streptophytina	0.846153846153846
g06197	6	Embryophyta	1
g06198	9	Spermatophyta	1
g06199	18	Brassicaceae	0.666666666666667
g06200	10	Magnoliopsida	1
g06201	9	Spermatophyta	1
g06202	17	Brassicales	1
g06203	6	Embryophyta	0.833333333333333
g06204	17	Brassicales	1
g06205	2	Eukaryota	0.933333333333333
g06206	10	Magnoliopsida	1
g06207	18	Brassicaceae	1
g06208	6	Embryophyta	0.916666666666667
g06209	17	Brassicales	1
g06210	17	Brassicales	1
g06211	20	Arabidopsis	1
g06212	7	Tracheophyta	0.909090909090909
g06213	18	Brassicaceae	1
g06214	18	Brassicaceae	1
g06215	18	Brassicaceae	1
g06216	10	Magnoliopsida	1
g06218	5	Streptophytina	0.923076923076923
g06219	11	Mesangiospermae	1
g06220	11	Mesangiospermae	1
g06221	6	Embryophyta	0.75
g06222	18	Brassicaceae	1
g06223	9	Spermatophyta	0.888888888888889
g06224	9	Spermatophyta	0.777777777777778
g06225	9	Spermatophyta	1
g06226	9	Spermatophyta	1
g06227	10	Magnoliopsida	0.875
g06232	2	Eukaryota	1
g06234	15	rosids	0.4
g06235	3	Viridiplantae	1
g06236	18	Brassicaceae	1
g06237	10	Magnoliopsida	1
g06238	10	Magnoliopsida	0.875
g06239	5	Streptophytina	0.923076923076923
g06240	2	Eukaryota	1
g06241	17	Brassicales	1
g06244	6	Embryophyta	0.916666666666667
g06245	3	Viridiplantae	1
g06246	7	Tracheophyta	0.909090909090909
g06247	6	Embryophyta	0.666666666666667
g06248	18	Brassicaceae	1
g06249	7	Tracheophyta	0.909090909090909
g06250	2	Eukaryota	1
g06251	17	Brassicales	1
g06252	1	cellular organisms	1
g06253	9	Spermatophyta	1
g06254	20	Arabidopsis	1
g06255	9	Spermatophyta	1
g06256	18	Brassicaceae	1
g06259	20	Arabidopsis	1
g06260	3	Viridiplantae	1
g06261	17	Brassicales	1
g06262	6	Embryophyta	0.833333333333333
g06263	8	Euphyllophyta	1
g06264	6	Embryophyta	1
g06265	5	Streptophytina	1
g06266	9	Spermatophyta	1
g06267	17	Brassicales	1
g06268	2	Eukaryota	0.933333333333333
g06269	8	Euphyllophyta	0.4
g06270	6	Embryophyta	1
g06271	6	Embryophyta	1
g06272	20	Arabidopsis	1
g06274	7	Tracheophyta	1
g06275	18	Brassicaceae	1
g06276	15	rosids	1
g06277	18	Brassicaceae	1
g06280	6	Embryophyta	0.916666666666667
g06281	9	Spermatophyta	1
g06282	6	Embryophyta	0.916666666666667
g06283	17	Brassicales	1
g06284	6	Embryophyta	0.916666666666667
g06285	17	Brassicales	1
g06286	6	Embryophyta	1
g06287	17	Brassicales	1
g06288	10	Magnoliopsida	0.875
g06290	15	rosids	0.4
g06291	17	Brassicales	1
g06292	5	Streptophytina	1
g06293	5	Streptophytina	1
g06294	17	Brassicales	1
g06295	5	Streptophytina	1
g06296	7	Tracheophyta	1
g06298	15	rosids	1
g06299	11	Mesangiospermae	0.857142857142857
g06301	20	Arabidopsis	1
g06302	11	Mesangiospermae	0.857142857142857
g06304	20	Arabidopsis	1
g06305	17	Brassicales	1
g06306	9	Spermatophyta	1
g06307	18	Brassicaceae	1
g06309	20	Arabidopsis	1
g06310	18	Brassicaceae	1
g06312	18	Brassicaceae	1
g06313	11	Mesangiospermae	0.857142857142857
g06314	18	Brassicaceae	1
g06315	18	Brassicaceae	1
g06316	11	Mesangiospermae	0.857142857142857
g06317	7	Tracheophyta	0.818181818181818
g06318	22	Arabidopsis halleri subsp. gemmifera	1
g06319	9	Spermatophyta	1
g06320	9	Spermatophyta	1
g06324	20	Arabidopsis	1
g06326	2	Eukaryota	1
g06327	5	Streptophytina	1
g06328	11	Mesangiospermae	1
g06329	2	Eukaryota	1
g06330	6	Embryophyta	0.833333333333333
g06331	18	Brassicaceae	1
g06332	11	Mesangiospermae	1
g06333	2	Eukaryota	1
g06334	6	Embryophyta	1
g06335	10	Magnoliopsida	1
g06336	18	Brassicaceae	1
g06337	10	Magnoliopsida	1
g06338	10	Magnoliopsida	1
g06339	5	Streptophytina	0.923076923076923
g06340	10	Magnoliopsida	1
g06342	18	Brassicaceae	1
g06344	17	Brassicales	1
g06345	6	Embryophyta	0.833333333333333
g06346	14	Pentapetalae	1
g06347	20	Arabidopsis	1
g06350	17	Brassicales	1
g06351	22	Arabidopsis halleri subsp. gemmifera	1
g06352	14	Pentapetalae	1
g06353	5	Streptophytina	1
g06354	18	Brassicaceae	1
g06355	18	Brassicaceae	1
g06356	18	Brassicaceae	1
g06357	6	Embryophyta	0.833333333333333
g06358	18	Brassicaceae	1
g06359	2	Eukaryota	1
g06360	2	Eukaryota	1
g06361	18	Brassicaceae	1
g06362	10	Magnoliopsida	0.875
g06363	9	Spermatophyta	1
g06364	9	Spermatophyta	1
g06365	2	Eukaryota	1
g06366	14	Pentapetalae	1
g06367	15	rosids	0.8
g06369	17	Brassicales	1
g06370	3	Viridiplantae	0.642857142857143
g06371	1	cellular organisms	0.75
g06372	1	cellular organisms	0.75
g06373	18	Brassicaceae	1
g06374	6	Embryophyta	0.916666666666667
g06375	17	Brassicales	1
g06376	6	Embryophyta	0.916666666666667
g06377	18	Brassicaceae	1
g06378	18	Brassicaceae	1
g06379	15	rosids	0.8
g06380	5	Streptophytina	0.923076923076923
g06382	6	Embryophyta	0.916666666666667
g06383	2	Eukaryota	1
g06384	11	Mesangiospermae	0.857142857142857
g06385	3	Viridiplantae	0.928571428571429
g06386	20	Arabidopsis	1
g06387	18	Brassicaceae	1
g06388	11	Mesangiospermae	1
g06389	9	Spermatophyta	0.888888888888889
g06390	3	Viridiplantae	0.928571428571429
g06393	6	Embryophyta	1
g06394	18	Brassicaceae	1
g06395	6	Embryophyta	0.916666666666667
g06396	9	Spermatophyta	0.888888888888889
g06397	6	Embryophyta	0.833333333333333
g06399	5	Streptophytina	0.923076923076923
g06401	18	Brassicaceae	1
g06403	7	Tracheophyta	0.909090909090909
g06404	18	Brassicaceae	1
g06406	7	Tracheophyta	1
g06407	7	Tracheophyta	0.818181818181818
g06409	15	rosids	1
g06410	10	Magnoliopsida	1
g06411	9	Spermatophyta	0.888888888888889
g06412	6	Embryophyta	0.833333333333333
g06413	18	Brassicaceae	1
g06414	5	Streptophytina	1
g06415	11	Mesangiospermae	0.857142857142857
g06416	5	Streptophytina	1
g06417	3	Viridiplantae	0.928571428571429
g06418	9	Spermatophyta	1
g06420	6	Embryophyta	1
g06421	18	Brassicaceae	1
g06422	20	Arabidopsis	1
g06423	15	rosids	1
g06424	6	Embryophyta	1
g06425	9	Spermatophyta	1
g06426	17	Brassicales	1
g06427	3	Viridiplantae	1
g06429	18	Brassicaceae	1
g06430	20	Arabidopsis	1
g06432	6	Embryophyta	0.916666666666667
g06433	1	cellular organisms	0.6875
g06434	11	Mesangiospermae	1
g06435	17	Brassicales	1
g06436	5	Streptophytina	1
g06437	18	Brassicaceae	1
g06438	6	Embryophyta	1
g06439	17	Brassicales	1
g06441	17	Brassicales	1
g06442	2	Eukaryota	1
g06443	8	Euphyllophyta	1
g06445	10	Magnoliopsida	1
g06446	20	Arabidopsis	1
g06447	6	Embryophyta	0.916666666666667
g06448	6	Embryophyta	1
g06449	10	Magnoliopsida	1
g06450	10	Magnoliopsida	1
g06451	11	Mesangiospermae	0.857142857142857
g06452	3	Viridiplantae	1
g06453	11	Mesangiospermae	1
g06454	9	Spermatophyta	1
g06455	6	Embryophyta	1
g06456	17	Brassicales	1
g06457	11	Mesangiospermae	0.857142857142857
g06458	11	Mesangiospermae	1
g06459	18	Brassicaceae	1
g06461	3	Viridiplantae	0.857142857142857
g06462	15	rosids	1
g06463	20	Arabidopsis	1
g06464	5	Streptophytina	1
g06465	11	Mesangiospermae	0.857142857142857
g06466	6	Embryophyta	0.75
g06467	6	Embryophyta	0.75
g06468	6	Embryophyta	0.75
g06469	3	Viridiplantae	1
g06470	18	Brassicaceae	1
g06471	11	Mesangiospermae	1
g06472	18	Brassicaceae	1
g06473	3	Viridiplantae	0.785714285714286
g06474	18	Brassicaceae	1
g06475	20	Arabidopsis	1
g06477	17	Brassicales	1
g06478	10	Magnoliopsida	1
g06480	2	Eukaryota	0.8
g06482	3	Viridiplantae	1
g06483	11	Mesangiospermae	0.857142857142857
g06484	11	Mesangiospermae	0.857142857142857
g06485	18	Brassicaceae	1
g06486	14	Pentapetalae	1
g06487	6	Embryophyta	1
g06488	17	Brassicales	1
g06489	17	Brassicales	1
g06490	11	Mesangiospermae	0.857142857142857
g06491	5	Streptophytina	0.923076923076923
g06492	5	Streptophytina	0.846153846153846
g06493	17	Brassicales	1
g06494	11	Mesangiospermae	0.857142857142857
g06495	6	Embryophyta	1
g06496	3	Viridiplantae	0.928571428571429
g06497	18	Brassicaceae	1
g06498	17	Brassicales	1
g06499	6	Embryophyta	0.833333333333333
g06500	20	Arabidopsis	1
g06501	17	Brassicales	1
g06503	6	Embryophyta	0.916666666666667
g06504	14	Pentapetalae	1
g06505	6	Embryophyta	0.833333333333333
g06506	10	Magnoliopsida	1
g06507	18	Brassicaceae	1
g06508	20	Arabidopsis	1
g06509	17	Brassicales	1
g06510	22	Arabidopsis halleri subsp. gemmifera	1
g06511	20	Arabidopsis	1
g06513	20	Arabidopsis	1
g06516	20	Arabidopsis	1
g06517	20	Arabidopsis	1
g06518	20	Arabidopsis	1
g06519	20	Arabidopsis	1
g06520	20	Arabidopsis	1
g06521	20	Arabidopsis	1
g06522	20	Arabidopsis	1
g06523	9	Spermatophyta	1
g06524	17	Brassicales	1
g06525	5	Streptophytina	0.923076923076923
g06526	2	Eukaryota	1
g06527	17	Brassicales	1
g06528	15	rosids	1
g06529	20	Arabidopsis	1
g06530	18	Brassicaceae	1
g06531	10	Magnoliopsida	0.875
g06532	20	Arabidopsis	1
g06533	15	rosids	1
g06535	9	Spermatophyta	0.777777777777778
g06536	2	Eukaryota	1
g06537	20	Arabidopsis	1
g06538	18	Brassicaceae	1
g06539	2	Eukaryota	0.933333333333333
g06540	5	Streptophytina	1
g06541	6	Embryophyta	1
g06543	7	Tracheophyta	0.818181818181818
g06544	20	Arabidopsis	1
g06545	18	Brassicaceae	1
g06547	20	Arabidopsis	1
g06548	18	Brassicaceae	1
g06549	20	Arabidopsis	1
g06550	15	rosids	0.8
g06551	6	Embryophyta	0.833333333333333
g06552	6	Embryophyta	0.833333333333333
g06553	18	Brassicaceae	1
g06554	18	Brassicaceae	1
g06555	18	Brassicaceae	1
g06557	18	Brassicaceae	1
g06558	17	Brassicales	1
g06559	10	Magnoliopsida	1
g06560	18	Brassicaceae	1
g06562	17	Brassicales	1
g06563	11	Mesangiospermae	1
g06564	5	Streptophytina	1
g06565	20	Arabidopsis	1
g06566	18	Brassicaceae	1
g06567	18	Brassicaceae	1
g06568	20	Arabidopsis	1
g06569	18	Brassicaceae	1
g06570	18	Brassicaceae	1
g06572	18	Brassicaceae	1
g06573	18	Brassicaceae	1
g06574	18	Brassicaceae	1
g06575	18	Brassicaceae	1
g06576	9	Spermatophyta	1
g06579	11	Mesangiospermae	0.857142857142857
g06580	6	Embryophyta	1
g06581	18	Brassicaceae	1
g06582	18	Brassicaceae	1
g06583	10	Magnoliopsida	1
g06584	9	Spermatophyta	0.888888888888889
g06585	6	Embryophyta	1
g06586	18	Brassicaceae	1
g06587	9	Spermatophyta	1
g06588	10	Magnoliopsida	1
g06590	18	Brassicaceae	1
g06591	22	Arabidopsis halleri subsp. gemmifera	1
g06592	10	Magnoliopsida	0.875
g06593	5	Streptophytina	1
g06594	7	Tracheophyta	0.818181818181818
g06595	18	Brassicaceae	1
g06596	6	Embryophyta	1
g06597	3	Viridiplantae	0.857142857142857
g06598	22	Arabidopsis halleri subsp. gemmifera	1
g06599	14	Pentapetalae	1
g06600	17	Brassicales	1
g06601	6	Embryophyta	0.833333333333333
g06602	18	Brassicaceae	1
g06603	6	Embryophyta	1
g06604	5	Streptophytina	0.923076923076923
g06605	9	Spermatophyta	1
g06606	6	Embryophyta	1
g06607	10	Magnoliopsida	0.875
g06608	5	Streptophytina	0.923076923076923
g06609	9	Spermatophyta	1
g06610	6	Embryophyta	1
g06612	6	Embryophyta	1
g06613	2	Eukaryota	0.933333333333333
g06614	18	Brassicaceae	1
g06615	8	Euphyllophyta	1
g06616	11	Mesangiospermae	0.857142857142857
g06617	2	Eukaryota	0.8
g06618	17	Brassicales	1
g06619	18	Brassicaceae	1
g06620	18	Brassicaceae	1
g06622	15	rosids	1
g06624	9	Spermatophyta	1
g06625	2	Eukaryota	1
g06626	18	Brassicaceae	1
g06628	22	Arabidopsis halleri subsp. gemmifera	1
g06629	20	Arabidopsis	1
g06630	18	Brassicaceae	1
g06631	10	Magnoliopsida	1
g06632	17	Brassicales	1
g06633	17	Brassicales	1
g06634	5	Streptophytina	1
g06635	22	Arabidopsis halleri subsp. gemmifera	1
g06636	5	Streptophytina	1
g06637	17	Brassicales	1
g06638	18	Brassicaceae	1
g06639	3	Viridiplantae	0.785714285714286
g06640	5	Streptophytina	0.923076923076923
g06641	6	Embryophyta	0.75
g06642	6	Embryophyta	0.75
g06643	9	Spermatophyta	0.888888888888889
g06644	10	Magnoliopsida	1
g06645	17	Brassicales	1
g06646	18	Brassicaceae	1
g06647	18	Brassicaceae	1
g06648	15	rosids	1
g06649	20	Arabidopsis	1
g06650	5	Streptophytina	1
g06652	22	Arabidopsis halleri subsp. gemmifera	1
g06653	2	Eukaryota	0.933333333333333
g06654	17	Brassicales	1
g06655	10	Magnoliopsida	1
g06656	6	Embryophyta	0.666666666666667
g06657	18	Brassicaceae	1
g06658	3	Viridiplantae	0.714285714285714
g06659	7	Tracheophyta	0.909090909090909
g06660	6	Embryophyta	0.833333333333333
g06661	15	rosids	0.8
g06662	3	Viridiplantae	0.857142857142857
g06663	3	Viridiplantae	0.928571428571429
g06664	2	Eukaryota	1
g06665	18	Brassicaceae	1
g06666	18	Brassicaceae	1
g06667	9	Spermatophyta	1
g06668	11	Mesangiospermae	1
g06669	11	Mesangiospermae	1
g06670	18	Brassicaceae	0.666666666666667
g06671	11	Mesangiospermae	1
g06672	10	Magnoliopsida	1
g06673	5	Streptophytina	0.923076923076923
g06674	15	rosids	0.8
g06675	10	Magnoliopsida	1
g06676	7	Tracheophyta	0.636363636363636
g06677	18	Brassicaceae	1
g06678	7	Tracheophyta	1
g06680	10	Magnoliopsida	1
g06681	3	Viridiplantae	0.928571428571429
g06682	9	Spermatophyta	1
g06683	6	Embryophyta	0.833333333333333
g06684	17	Brassicales	1
g06685	6	Embryophyta	0.916666666666667
g06686	18	Brassicaceae	1
g06687	11	Mesangiospermae	0.857142857142857
g06688	17	Brassicales	1
g06690	9	Spermatophyta	0.444444444444444
g06694	6	Embryophyta	0.916666666666667
g06695	9	Spermatophyta	0.777777777777778
g06696	6	Embryophyta	0.916666666666667
g06700	20	Arabidopsis	1
g06701	17	Brassicales	1
g06702	9	Spermatophyta	0.888888888888889
g06703	2	Eukaryota	0.533333333333333
g06704	8	Euphyllophyta	0.8
g06705	9	Spermatophyta	1
g06706	17	Brassicales	1
g06707	7	Tracheophyta	0.909090909090909
g06708	5	Streptophytina	1
g06709	18	Brassicaceae	1
g06713	17	Brassicales	1
g06714	3	Viridiplantae	0.928571428571429
g06715	18	Brassicaceae	1
g06716	6	Embryophyta	1
g06717	17	Brassicales	1
g06718	9	Spermatophyta	1
g06719	6	Embryophyta	0.916666666666667
g06720	18	Brassicaceae	1
g06721	17	Brassicales	1
g06722	10	Magnoliopsida	1
g06723	6	Embryophyta	0.666666666666667
g06724	11	Mesangiospermae	1
g06725	18	Brassicaceae	1
g06726	6	Embryophyta	0.916666666666667
g06727	10	Magnoliopsida	1
g06729	18	Brassicaceae	1
g06730	15	rosids	1
g06731	18	Brassicaceae	1
g06732	10	Magnoliopsida	1
g06733	17	Brassicales	1
g06734	6	Embryophyta	0.916666666666667
g06735	6	Embryophyta	0.833333333333333
g06736	18	Brassicaceae	1
g06737	2	Eukaryota	1
g06738	18	Brassicaceae	1
g06741	15	rosids	1
g06742	18	Brassicaceae	1
g06743	15	rosids	1
g06744	1	cellular organisms	1
g06745	11	Mesangiospermae	1
g06746	18	Brassicaceae	1
g06747	5	Streptophytina	1
g06748	17	Brassicales	1
g06749	18	Brassicaceae	1
g06750	5	Streptophytina	1
g06751	11	Mesangiospermae	1
g06754	18	Brassicaceae	1
g06755	3	Viridiplantae	1
g06756	3	Viridiplantae	1
g06757	9	Spermatophyta	1
g06758	8	Euphyllophyta	1
g06759	10	Magnoliopsida	1
g06760	17	Brassicales	1
g06761	11	Mesangiospermae	0.714285714285714
g06762	11	Mesangiospermae	1
g06763	10	Magnoliopsida	1
g06764	11	Mesangiospermae	1
g06765	15	rosids	1
g06767	7	Tracheophyta	0.818181818181818
g06768	7	Tracheophyta	0.909090909090909
g06769	14	Pentapetalae	1
g06770	5	Streptophytina	1
g06772	9	Spermatophyta	0.888888888888889
g06773	17	Brassicales	1
g06774	17	Brassicales	1
g06775	11	Mesangiospermae	0.857142857142857
g06776	11	Mesangiospermae	0.857142857142857
g06777	11	Mesangiospermae	1
g06778	17	Brassicales	1
g06779	10	Magnoliopsida	1
g06780	10	Magnoliopsida	1
g06781	10	Magnoliopsida	1
g06782	10	Magnoliopsida	1
g06783	18	Brassicaceae	0.666666666666667
g06784	10	Magnoliopsida	1
g06785	10	Magnoliopsida	1
g06786	2	Eukaryota	1
g06787	18	Brassicaceae	1
g06788	10	Magnoliopsida	1
g06789	11	Mesangiospermae	0.857142857142857
g06791	3	Viridiplantae	0.928571428571429
g06792	17	Brassicales	1
g06793	17	Brassicales	1
